zeme,datum,pocet
Chorvatsko,2020-02-14,5.0
Itálie,2020-02-14,30.0
Bulharsko,2020-02-14,5.0
Kypr,2020-02-14,12.0
Lucembursko,2020-02-14,5.0
Velká Británie a Severní Irsko,2020-02-14,18.0
Kolumbie,2020-02-14,2.0
Brazílie,2020-02-14,15.0
Kazachstán,2020-02-14,18.0
Srbsko,2020-02-14,12.0
Malajsie,2020-02-14,4.0
Turecko (včetně Severokyperské Republiky),2020-02-14,4.0
Bolívie,2020-02-14,4.0
Bělorusko,2020-02-14,40.0
Etiopie,2020-02-14,2.0
Řecko,2020-02-14,20.0
Slovinsko,2020-02-14,1.0
Island,2020-02-14,4.0
Ukrajina,2020-02-14,108.0
Dánsko,2020-02-14,5.0
Filipíny,2020-02-14,3.0
Litva,2020-02-14,4.0
Polsko,2020-02-14,132.0
Španělsko,2020-02-14,10.0
Černá Hora,2020-02-14,5.0
Belgie,2020-02-14,12.0
Peru,2020-02-14,5.0
Česká republika,2020-02-14,12.0
Nizozemsko,2020-02-14,39.0
Izrael,2020-02-14,11.0
Makedonie,2020-02-14,4.0
Singapur,2020-02-14,4.0
Taiwan,2020-02-14,4.0
Čína,2020-02-14,228.0
Saúdská Arábie,2020-02-14,4.0
Vietnam,2020-02-14,35.0
Nový Zéland,2020-02-14,18.0
Francie,2020-02-14,62.0
Rumunsko,2020-02-14,10.0
Korejská republika,2020-02-14,65.0
Švédsko,2020-02-14,12.0
Rakousko,2020-02-14,23.0
Kyrgyzstán,2020-02-14,12.0
