,variable,value
Moldavsko,2019-12-20,3.111333333333
Ghana,2019-12-20,0.32
Hong Kong,2019-12-20,7.556714285714
Gruzie,2019-12-20,3.2
Chile,2019-12-20,0.039
Kuba,2019-12-20,0.017
Estonsko,2019-12-20,10.29
Srí Lanka,2019-12-20,3.881666666666
Tunisko,2019-12-20,6.2875
Katar,2019-12-20,5.61
Afghánistán,2019-12-20,5.395
Německo,2019-12-21,1.623
Kanada,2019-12-21,1.727166666666
Portugalsko,2019-12-21,1.544
Spojené státy americké,2019-12-21,2.102782608695
Japonsko,2019-12-21,1.34
Rusko,2019-12-21,4.974956521739
Indie,2019-12-21,0.055
Norsko,2019-12-21,0.9535
Švýcarsko,2019-12-21,0.673
Maďarsko,2019-12-21,3.285
Slovensko,2019-12-21,2.128213333333
Austrálie,2019-12-21,5.386666666666
Itálie,2019-12-21,0.792
Bulharsko,2019-12-21,2.14
Velká Británie a Severní Irsko,2019-12-21,5.260333333333
Kazachstán,2019-12-21,3.15
Bělorusko,2019-12-21,18.29
Island,2019-12-21,2.846
Ukrajina,2019-12-21,1.7272
Polsko,2019-12-21,5.290285714285
Arménie,2019-12-21,5.885
Česká republika,2019-12-21,4.28
Nizozemsko,2019-12-21,3.049666666666
Izrael,2019-12-21,3.6105
Makedonie,2019-12-21,4.53
Taiwan,2019-12-21,3.05
Čína,2019-12-21,5.193214285714
Vietnam,2019-12-21,1.955
Nový Zéland,2019-12-21,3.8325
Francie,2019-12-21,1.4885
Korejská republika,2019-12-21,11.288
Mongolsko,2019-12-21,6.66
Rakousko,2019-12-21,5.45
Kyrgyzstán,2019-12-21,18.12
Keňa,2019-12-21,0.022
Gruzie,2019-12-21,9.69
Estonsko,2019-12-21,1.641
Niue,2019-12-21,0.775
Korejská lid. dem. republika,2019-12-21,7.77
Německo,2019-12-22,1.928
Kanada,2019-12-22,8.891666666666
Spojené státy americké,2019-12-22,1.9472
Turkmenistán,2019-12-22,3.17
Japonsko,2019-12-22,1.398
Rusko,2019-12-22,6.767875
Indie,2019-12-22,1.9
Mexiko,2019-12-22,2.515
Švýcarsko,2019-12-22,5.275
Slovensko,2019-12-22,4.110166666666
Irán,2019-12-22,0.669
Austrálie,2019-12-22,3.191
Itálie,2019-12-22,2.93
Bulharsko,2019-12-22,6.4775
Kazachstán,2019-12-22,2.806
Bělorusko,2019-12-22,4.65
Ukrajina,2019-12-22,0.745
Polsko,2019-12-22,6.35
Španělsko,2019-12-22,4.67
Belgie,2019-12-22,2.475
Nizozemsko,2019-12-22,6.905
Čína,2019-12-22,7.720909090909
Vietnam,2019-12-22,6.999
Nový Zéland,2019-12-22,2.875
Korejská republika,2019-12-22,12.094166666666
Rakousko,2019-12-22,1.353
Nigérie,2019-12-22,16.67
Německo,2019-12-23,3.571653333333
Thajsko,2019-12-23,4.7966
Kanada,2019-12-23,4.510037037037
Portugalsko,2019-12-23,3.085714285714
Spojené státy americké,2019-12-23,3.264470588235
Turkmenistán,2019-12-23,0.116
Japonsko,2019-12-23,4.179615384615
Rusko,2019-12-23,5.634366906474
Indie,2019-12-23,0.108
Irsko,2019-12-23,6.10125
Mexiko,2019-12-23,1.458333333333
Finsko,2019-12-23,1.07
Norsko,2019-12-23,7.630714285714
Švýcarsko,2019-12-23,4.254157894736
Jižní Afrika,2019-12-23,7.325
Uruguay,2019-12-23,0.945
Maďarsko,2019-12-23,1.9775
Slovensko,2019-12-23,2.766303571428
Austrálie,2019-12-23,3.992777777777
Spojené arabské emiráty,2019-12-23,1.354
Chorvatsko,2019-12-23,0.212
Itálie,2019-12-23,4.223769230769
Bulharsko,2019-12-23,3.306666666666
Velká Británie a Severní Irsko,2019-12-23,4.4421875
Kolumbie,2019-12-23,0.945
Brazílie,2019-12-23,2.77
Kazachstán,2019-12-23,3.202666666666
Turecko (včetně Severokyperské Republiky),2019-12-23,3.68175
Bělorusko,2019-12-23,4.1266
Etiopie,2019-12-23,10.42
Řecko,2019-12-23,0.561833333333
Slovinsko,2019-12-23,3.725
Island,2019-12-23,4.65
Ukrajina,2019-12-23,3.961047619047
Dánsko,2019-12-23,5.042333333333
Polsko,2019-12-23,2.10348
Španělsko,2019-12-23,4.716916666666
Belgie,2019-12-23,3.3092
Peru,2019-12-23,5.58
Arménie,2019-12-23,11.77
Česká republika,2019-12-23,3.1807
Nizozemsko,2019-12-23,2.8592
Izrael,2019-12-23,4.985444444444
Singapur,2019-12-23,1.918
Taiwan,2019-12-23,4.213333333333
Čína,2019-12-23,6.153476190476
Saúdská Arábie,2019-12-23,7.87
Vietnam,2019-12-23,0.119
Nový Zéland,2019-12-23,2.226
Ázerbájdžán,2019-12-23,9.623
Francie,2019-12-23,3.000933333333
Rumunsko,2019-12-23,15.01
Indonésie,2019-12-23,4.465
Korejská republika,2019-12-23,4.954055555555
Švédsko,2019-12-23,5.890571428571
Rakousko,2019-12-23,2.744333333333
Kyrgyzstán,2019-12-23,7.15
Keňa,2019-12-23,2.515
Hong Kong,2019-12-23,5.8275
Chile,2019-12-23,4.935
Kuba,2019-12-23,5.275
Estonsko,2019-12-23,0.067
Guernsey,2019-12-23,4.045
Kapverdy,2019-12-23,3.01
Tunisko,2019-12-23,4.735
Katar,2019-12-23,2.87
Gambie,2019-12-23,7.63
Kostarika,2019-12-23,3.53
Kanada,2019-12-24,2.145
Spojené státy americké,2019-12-24,2.8525
Slovensko,2019-12-24,0.38825
Austrálie,2019-12-24,1.077
Vietnam,2019-12-24,8.4725
Korejská republika,2019-12-24,2.432
Švédsko,2019-12-24,4.12
Německo,2019-12-27,2.911404761904
Thajsko,2019-12-27,3.717888888888
Kanada,2019-12-27,3.528423076923
Lotyšsko,2019-12-27,0.245
Spojené státy americké,2019-12-27,2.719380530973
Japonsko,2019-12-27,3.509777777777
Rusko,2019-12-27,6.868544444444
Indie,2019-12-27,1.453333333333
Irsko,2019-12-27,6.011666666666
Mexiko,2019-12-27,3.46
Finsko,2019-12-27,2.695
Norsko,2019-12-27,0.355
Švýcarsko,2019-12-27,4.861846153846
Maďarsko,2019-12-27,0.965
Slovensko,2019-12-27,1.99459125964
Irán,2019-12-27,4.9
Austrálie,2019-12-27,2.916
Spojené arabské emiráty,2019-12-27,2.919857142857
Chorvatsko,2019-12-27,6.116
Itálie,2019-12-27,1.573368421052
Velká Británie a Severní Irsko,2019-12-27,2.575636363636
Brazílie,2019-12-27,2.475
Kazachstán,2019-12-27,0.7905
Srbsko,2019-12-27,3.346666666666
Malajsie,2019-12-27,1.25
Turecko (včetně Severokyperské Republiky),2019-12-27,0.679
Bělorusko,2019-12-27,4.912833333333
Etiopie,2019-12-27,7.26
Řecko,2019-12-27,1.87
Slovinsko,2019-12-27,2.353
Ukrajina,2019-12-27,3.9274
Litva,2019-12-27,2.13
Polsko,2019-12-27,2.724142857142
Španělsko,2019-12-27,2.671
Černá Hora,2019-12-27,1.1745
Belgie,2019-12-27,8.02225
Pákistán,2019-12-27,3.15
Arménie,2019-12-27,2.975
Česká republika,2019-12-27,7.5835
Nizozemsko,2019-12-27,2.9504
Izrael,2019-12-27,3.841
Singapur,2019-12-27,1.589
Taiwan,2019-12-27,2.109166666666
Bosna a Hercegovina,2019-12-27,6.88
Čína,2019-12-27,3.959275862068
Vietnam,2019-12-27,7.488
Nový Zéland,2019-12-27,3.351
Ázerbájdžán,2019-12-27,5.7294
Francie,2019-12-27,1.696588235294
Rumunsko,2019-12-27,6.546333333333
Indonésie,2019-12-27,0.72
Korejská republika,2019-12-27,8.174923076923
Švédsko,2019-12-27,4.30125
Mongolsko,2019-12-27,4.275
Maroko,2019-12-27,2.5
Rakousko,2019-12-27,2.114588235294
Keňa,2019-12-27,4.43
Hong Kong,2019-12-27,5.4735
Gruzie,2019-12-27,5.0435
Chile,2019-12-27,0.875
Libanon,2019-12-27,8.2
Srí Lanka,2019-12-27,2.458
Egypt,2019-12-27,7.415
Angola,2019-12-27,5.0
Dominikánská republika,2019-12-27,4.425
Německo,2019-12-28,1.8248
Thajsko,2019-12-28,2.63
Kanada,2019-12-28,6.479666666666
Spojené státy americké,2019-12-28,2.642166666666
Rusko,2019-12-28,6.043555555555
Irsko,2019-12-28,1.862
Mexiko,2019-12-28,2.165
Švýcarsko,2019-12-28,2.976
Jižní Afrika,2019-12-28,1.465
Slovensko,2019-12-28,1.665882352941
Austrálie,2019-12-28,1.4915
Uzbekistán,2019-12-28,14.06
Itálie,2019-12-28,8.64
Bulharsko,2019-12-28,6.785
Kazachstán,2019-12-28,11.683
Bělorusko,2019-12-28,5.05
Ukrajina,2019-12-28,9.844285714285
Dánsko,2019-12-28,6.55
Polsko,2019-12-28,0.041
Španělsko,2019-12-28,0.0385
Belgie,2019-12-28,0.495
Česká republika,2019-12-28,19.94
Nizozemsko,2019-12-28,1.076
Izrael,2019-12-28,4.385
Čína,2019-12-28,6.596
Vietnam,2019-12-28,8.96
Francie,2019-12-28,0.298
Rumunsko,2019-12-28,1.5
Korejská republika,2019-12-28,6.705
Švédsko,2019-12-28,1.405
Rakousko,2019-12-28,2.735
Německo,2019-12-29,0.146
Thajsko,2019-12-29,2.605
Spojené státy americké,2019-12-29,1.93625
Japonsko,2019-12-29,5.1175
Rusko,2019-12-29,6.298333333333
Irsko,2019-12-29,2.695
Slovensko,2019-12-29,1.315666666666
Austrálie,2019-12-29,3.41
Ukrajina,2019-12-29,3.0625
Polsko,2019-12-29,1.065
Španělsko,2019-12-29,5.885
Izrael,2019-12-29,7.55
Čína,2019-12-29,6.325
Saúdská Arábie,2019-12-29,2.605
Vietnam,2019-12-29,6.2075
Nový Zéland,2019-12-29,19.7
Francie,2019-12-29,0.885
Korejská republika,2019-12-29,7.3025
Alžírsko,2019-12-29,19.81
Niue,2019-12-29,1.415
Německo,2019-12-30,2.921514705882
Thajsko,2019-12-30,11.4715
Kanada,2019-12-30,2.666083333333
Spojené státy americké,2019-12-30,2.869367816091
Japonsko,2019-12-30,6.9315625
Rusko,2019-12-30,4.040763636363
Indie,2019-12-30,5.52
Irsko,2019-12-30,2.586
Mexiko,2019-12-30,9.97
Finsko,2019-12-30,0.182
Norsko,2019-12-30,4.4286
Švýcarsko,2019-12-30,4.66375
Maďarsko,2019-12-30,3.111666666666
Slovensko,2019-12-30,2.386231952662
Austrálie,2019-12-30,3.520928571428
Chorvatsko,2019-12-30,0.098333333333
Itálie,2019-12-30,2.371375
Bulharsko,2019-12-30,1.805
Velká Británie a Severní Irsko,2019-12-30,1.710769230769
Brazílie,2019-12-30,3.84875
Kazachstán,2019-12-30,1.103333333333
Uganda,2019-12-30,2.236
Turecko (včetně Severokyperské Republiky),2019-12-30,0.9315
Bělorusko,2019-12-30,3.204
Etiopie,2019-12-30,8.89
Řecko,2019-12-30,2.173
Slovinsko,2019-12-30,1.6626
Island,2019-12-30,3.575
Ukrajina,2019-12-30,3.839388888888
Dánsko,2019-12-30,17.68
Filipíny,2019-12-30,8.5375
Litva,2019-12-30,1.615
Polsko,2019-12-30,3.691526315789
Španělsko,2019-12-30,4.209666666666
Belgie,2019-12-30,6.954857142857
Pákistán,2019-12-30,4.545
Peru,2019-12-30,0.048
Arménie,2019-12-30,12.75
Česká republika,2019-12-30,1.566428571428
Nizozemsko,2019-12-30,2.726
Izrael,2019-12-30,2.6096
Makedonie,2019-12-30,2.98
Ekvádor,2019-12-30,2.65
Singapur,2019-12-30,3.4875
Taiwan,2019-12-30,8.3025
Čína,2019-12-30,5.66495
Saúdská Arábie,2019-12-30,16.47
Vietnam,2019-12-30,9.46
Nový Zéland,2019-12-30,2.799666666666
Ázerbájdžán,2019-12-30,5.11
Francie,2019-12-30,2.012777777777
Rumunsko,2019-12-30,3.95
Indonésie,2019-12-30,2.184
Korejská republika,2019-12-30,6.328666666666
Švédsko,2019-12-30,2.3435
Maroko,2019-12-30,0.105
Rakousko,2019-12-30,1.42675
Alžírsko,2019-12-30,2.22
Nigérie,2019-12-30,5.265
Irák,2019-12-30,21.78
Hong Kong,2019-12-30,2.405
Gruzie,2019-12-30,5.41
Niue,2019-12-30,3.7735
Tunisko,2019-12-30,3.331
Německo,2019-12-31,4.830157894736
Kanada,2019-12-31,2.293444444444
Portugalsko,2019-12-31,3.7405
Lotyšsko,2019-12-31,1.573
Spojené státy americké,2019-12-31,3.619592592592
Japonsko,2019-12-31,1.206666666666
Rusko,2019-12-31,8.890714285714
Indie,2019-12-31,2.475
Irsko,2019-12-31,0.055
Mexiko,2019-12-31,9.355
Norsko,2019-12-31,4.5
Albánie,2019-12-31,6.333333333333
Švýcarsko,2019-12-31,3.436
Maďarsko,2019-12-31,8.42
Slovensko,2019-12-31,2.919058823529
Austrálie,2019-12-31,4.002428571428
Spojené arabské emiráty,2019-12-31,3.118333333333
Itálie,2019-12-31,2.3698
Bulharsko,2019-12-31,5.1475
Kypr,2019-12-31,8.075
Velká Británie a Severní Irsko,2019-12-31,2.5
Kazachstán,2019-12-31,4.57
Řecko,2019-12-31,5.745
Island,2019-12-31,0.98
Ukrajina,2019-12-31,6.77
Polsko,2019-12-31,2.0994
Španělsko,2019-12-31,2.486666666666
Belgie,2019-12-31,4.0
Arménie,2019-12-31,5.26
Česká republika,2019-12-31,2.26
Nizozemsko,2019-12-31,7.2805
Izrael,2019-12-31,1.89
Taiwan,2019-12-31,0.061
Čína,2019-12-31,6.280861111111
Nový Zéland,2019-12-31,3.285
Francie,2019-12-31,3.34075
Korejská republika,2019-12-31,9.63
Švédsko,2019-12-31,2.3295
Rakousko,2019-12-31,3.962
Hong Kong,2019-12-31,1.355
Gruzie,2019-12-31,1.472
Tádžikistán,2019-12-31,3.79
Mauricius,2019-12-31,1.86
Německo,2020-01-02,2.268425287356
Thajsko,2020-01-02,8.741
Kanada,2020-01-02,3.3434375
Portugalsko,2020-01-02,0.386
Spojené státy americké,2020-01-02,2.683914893617
Japonsko,2020-01-02,2.4381
Rusko,2020-01-02,3.735914285714
Indie,2020-01-02,5.533666666666
Irsko,2020-01-02,1.469125
Mexiko,2020-01-02,0.037
Finsko,2020-01-02,6.6
Norsko,2020-01-02,1.52425
Albánie,2020-01-02,6.034
Švýcarsko,2020-01-02,2.948285714285
Maďarsko,2020-01-02,2.595833333333
Slovensko,2020-01-02,3.067540485829
Irán,2020-01-02,2.616
Austrálie,2020-01-02,3.389444444444
Uzbekistán,2020-01-02,0.033
Chorvatsko,2020-01-02,2.38
Itálie,2020-01-02,3.5427
Bulharsko,2020-01-02,1.317
Kypr,2020-01-02,8.8395
Velká Británie a Severní Irsko,2020-01-02,3.076
Brazílie,2020-01-02,2.186
Kazachstán,2020-01-02,3.009666666666
Malajsie,2020-01-02,1.496
Turecko (včetně Severokyperské Republiky),2020-01-02,3.040666666666
Bělorusko,2020-01-02,3.27125
Etiopie,2020-01-02,3.89
Řecko,2020-01-02,3.76175
Slovinsko,2020-01-02,2.085
Ukrajina,2020-01-02,2.366
Dánsko,2020-01-02,3.851
Polsko,2020-01-02,3.7293
Španělsko,2020-01-02,2.377333333333
Belgie,2020-01-02,2.058
Peru,2020-01-02,5.853333333333
Arménie,2020-01-02,0.096
Česká republika,2020-01-02,5.13125
Nizozemsko,2020-01-02,4.76775
Izrael,2020-01-02,1.8632
Taiwan,2020-01-02,6.323
Bosna a Hercegovina,2020-01-02,7.55
Čína,2020-01-02,5.714409090909
Vietnam,2020-01-02,9.11025
Nový Zéland,2020-01-02,2.2454
Francie,2020-01-02,3.241157894736
Rumunsko,2020-01-02,3.183
Indonésie,2020-01-02,29.97
Korejská republika,2020-01-02,11.952166666666
Rakousko,2020-01-02,3.4021
Hong Kong,2020-01-02,13.99
Chile,2020-01-02,1.451
Estonsko,2020-01-02,1.5435
Srí Lanka,2020-01-02,12.3
Egypt,2020-01-02,5.745
Réunion,2020-01-02,0.86
Tunisko,2020-01-02,5.46
Portoriko,2020-01-02,2.285
Mauricius,2020-01-02,0.136
Martinik,2020-01-02,3.0
Německo,2020-01-03,2.83288
Thajsko,2020-01-03,10.56
Kanada,2020-01-03,3.834133333333
Portugalsko,2020-01-03,1.613333333333
Lotyšsko,2020-01-03,0.185
Spojené státy americké,2020-01-03,3.48902173913
Turkmenistán,2020-01-03,0.955
Japonsko,2020-01-03,2.1564
Rusko,2020-01-03,6.7785625
Indie,2020-01-03,12.27
Irsko,2020-01-03,2.90275
Mexiko,2020-01-03,5.4315
Finsko,2020-01-03,2.29975
Norsko,2020-01-03,1.459666666666
Švýcarsko,2020-01-03,3.309
Jižní Afrika,2020-01-03,1.88
Maďarsko,2020-01-03,2.7925
Slovensko,2020-01-03,3.346706161137
Irán,2020-01-03,0.073
Austrálie,2020-01-03,5.6081
Spojené arabské emiráty,2020-01-03,1.29
Uzbekistán,2020-01-03,9.92
Itálie,2020-01-03,2.779444444444
Bulharsko,2020-01-03,1.883
Lucembursko,2020-01-03,1.56
Velká Británie a Severní Irsko,2020-01-03,4.151133333333
Kolumbie,2020-01-03,7.15
Brazílie,2020-01-03,2.062
Kazachstán,2020-01-03,0.05
Srbsko,2020-01-03,1.023
Malajsie,2020-01-03,3.04
Turecko (včetně Severokyperské Republiky),2020-01-03,1.48525
Lichtenštejnsko,2020-01-03,0.598
Bělorusko,2020-01-03,3.7775
Řecko,2020-01-03,5.983
Slovinsko,2020-01-03,3.64875
Island,2020-01-03,1.484
Ukrajina,2020-01-03,4.5541875
Dánsko,2020-01-03,2.9455
Filipíny,2020-01-03,9.5
Litva,2020-01-03,2.3
Polsko,2020-01-03,2.303666666666
Španělsko,2020-01-03,0.954714285714
Černá Hora,2020-01-03,1.632
Belgie,2020-01-03,2.6175
Peru,2020-01-03,10.27
Česká republika,2020-01-03,2.193111111111
Nizozemsko,2020-01-03,3.354166666666
Izrael,2020-01-03,0.146
Makedonie,2020-01-03,0.099
Singapur,2020-01-03,2.8
Taiwan,2020-01-03,3.893333333333
Bosna a Hercegovina,2020-01-03,2.0
Čína,2020-01-03,6.101476190476
Saúdská Arábie,2020-01-03,3.174
Malta,2020-01-03,10.46
Vietnam,2020-01-03,6.919333333333
Nový Zéland,2020-01-03,4.9915
Francie,2020-01-03,2.461272727272
Indonésie,2020-01-03,6.36
Korejská republika,2020-01-03,6.8585625
Švédsko,2020-01-03,1.9518
Rakousko,2020-01-03,2.502428571428
Moldavsko,2020-01-03,6.89
Gruzie,2020-01-03,2.96
Kuba,2020-01-03,1.255
Estonsko,2020-01-03,0.023
Tanzanie,2020-01-03,11.105
Jersey,2020-01-03,2.72
Tunisko,2020-01-03,5.915
Německo,2020-01-04,2.066384615384
Kanada,2020-01-04,9.617571428571
Spojené státy americké,2020-01-04,2.736944444444
Japonsko,2020-01-04,7.1215
Rusko,2020-01-04,3.68225
Indie,2020-01-04,1.82
Finsko,2020-01-04,3.705
Norsko,2020-01-04,9.263
Švýcarsko,2020-01-04,6.61
Slovensko,2020-01-04,3.612523809523
Austrálie,2020-01-04,1.425
Itálie,2020-01-04,2.345
Velká Británie a Severní Irsko,2020-01-04,1.0635
Turecko (včetně Severokyperské Republiky),2020-01-04,5.854
Řecko,2020-01-04,18.995
Ukrajina,2020-01-04,1.8725
Polsko,2020-01-04,7.765
Česká republika,2020-01-04,0.455
Nizozemsko,2020-01-04,1.6025
Taiwan,2020-01-04,1.01
Čína,2020-01-04,5.560555555555
Vietnam,2020-01-04,7.06
Francie,2020-01-04,9.432666666666
Korejská republika,2020-01-04,7.955
Švédsko,2020-01-04,6.905
Rakousko,2020-01-04,0.95
Egypt,2020-01-04,0.613
Venezuela,2020-01-04,7.54
Německo,2020-01-05,6.72625
Kanada,2020-01-05,1.785
Spojené státy americké,2020-01-05,1.442
Turkmenistán,2020-01-05,7.255
Japonsko,2020-01-05,1.7775
Rusko,2020-01-05,4.419
Mexiko,2020-01-05,2.63
Švýcarsko,2020-01-05,1.265
Maďarsko,2020-01-05,1.44
Slovensko,2020-01-05,4.194
Uzbekistán,2020-01-05,18.51
Lucembursko,2020-01-05,0.191
Velká Británie a Severní Irsko,2020-01-05,0.2165
Ukrajina,2020-01-05,3.51
Polsko,2020-01-05,2.416
Španělsko,2020-01-05,9.66
Česká republika,2020-01-05,2.06
Nizozemsko,2020-01-05,2.27
Taiwan,2020-01-05,11.27
Čína,2020-01-05,4.294125
Vietnam,2020-01-05,6.34
Francie,2020-01-05,0.146
Korejská republika,2020-01-05,6.4275
Gruzie,2020-01-05,7.4325
Německo,2020-01-06,2.414884615384
Thajsko,2020-01-06,7.383
Kanada,2020-01-06,2.320157894736
Portugalsko,2020-01-06,1.2385
Lotyšsko,2020-01-06,1.94
Spojené státy americké,2020-01-06,4.386267175572
Japonsko,2020-01-06,6.0763125
Rusko,2020-01-06,5.242202702702
Indie,2020-01-06,3.465
Irsko,2020-01-06,5.715
Mexiko,2020-01-06,3.58
Finsko,2020-01-06,4.659
Norsko,2020-01-06,4.05525
Švýcarsko,2020-01-06,4.77719047619
Jižní Afrika,2020-01-06,5.0
Maďarsko,2020-01-06,0.731375
Slovensko,2020-01-06,3.273236263736
Irán,2020-01-06,2.504
Austrálie,2020-01-06,3.337928571428
Spojené arabské emiráty,2020-01-06,1.33
Uzbekistán,2020-01-06,7.4305
Chorvatsko,2020-01-06,1.165
Itálie,2020-01-06,2.926703703703
Kypr,2020-01-06,4.02
Botswana,2020-01-06,26.76
Velká Británie a Severní Irsko,2020-01-06,1.399071428571
Brazílie,2020-01-06,1.901666666666
Kazachstán,2020-01-06,0.107
Srbsko,2020-01-06,0.15
Malajsie,2020-01-06,4.375
Lichtenštejnsko,2020-01-06,3.505
Bělorusko,2020-01-06,1.4065
Etiopie,2020-01-06,15.5
Řecko,2020-01-06,4.736
Slovinsko,2020-01-06,7.098333333333
Island,2020-01-06,2.6025
Ukrajina,2020-01-06,5.568266666666
Dánsko,2020-01-06,2.369125
Litva,2020-01-06,0.515
Polsko,2020-01-06,3.957142857142
Španělsko,2020-01-06,3.474555555555
Belgie,2020-01-06,4.139333333333
Pákistán,2020-01-06,4.5745
Peru,2020-01-06,9.245
Arménie,2020-01-06,19.37
Česká republika,2020-01-06,2.70375
Nizozemsko,2020-01-06,4.6506
Izrael,2020-01-06,1.791333333333
Singapur,2020-01-06,12.726666666666
Taiwan,2020-01-06,7.386
Bosna a Hercegovina,2020-01-06,0.501
Čína,2020-01-06,5.78758490566
Saúdská Arábie,2020-01-06,0.12
Vietnam,2020-01-06,5.514428571428
Nový Zéland,2020-01-06,4.8
Francie,2020-01-06,3.01904347826
Rumunsko,2020-01-06,0.285
Indonésie,2020-01-06,1.905
Korejská republika,2020-01-06,4.953153846153
Švédsko,2020-01-06,4.2706
Mongolsko,2020-01-06,3.26
Rakousko,2020-01-06,2.671620689655
Alžírsko,2020-01-06,6.4
Hong Kong,2020-01-06,7.925
Gruzie,2020-01-06,17.96
Tanzanie,2020-01-06,0.7
Niue,2020-01-06,2.034
Réunion,2020-01-06,2.246
Portoriko,2020-01-06,4.055
Mauricius,2020-01-06,0.097
Guadeloupe,2020-01-06,2.715
Barbados,2020-01-06,3.87
Německo,2020-01-07,2.477758620689
Thajsko,2020-01-07,8.8
Kanada,2020-01-07,2.145045454545
Portugalsko,2020-01-07,3.944
Lotyšsko,2020-01-07,0.635
Spojené státy americké,2020-01-07,2.945150537634
Japonsko,2020-01-07,3.902555555555
Rusko,2020-01-07,2.722662162162
Indie,2020-01-07,3.819
Irsko,2020-01-07,1.5322
Finsko,2020-01-07,2.782
Norsko,2020-01-07,2.573375
Albánie,2020-01-07,0.021
Švýcarsko,2020-01-07,3.0081
Maďarsko,2020-01-07,4.301333333333
Slovensko,2020-01-07,2.725305327868
Irán,2020-01-07,0.8985
Austrálie,2020-01-07,2.555333333333
Uzbekistán,2020-01-07,4.685
Chorvatsko,2020-01-07,0.94
Itálie,2020-01-07,4.5885
Bulharsko,2020-01-07,0.038
Lucembursko,2020-01-07,0.955
Velká Británie a Severní Irsko,2020-01-07,3.576555555555
Kolumbie,2020-01-07,18.8
Brazílie,2020-01-07,1.875
Kazachstán,2020-01-07,4.276571428571
Srbsko,2020-01-07,10.35125
Malajsie,2020-01-07,22.97
Turecko (včetně Severokyperské Republiky),2020-01-07,1.5435
Bělorusko,2020-01-07,2.2796
Řecko,2020-01-07,1.32875
Slovinsko,2020-01-07,0.3975
Island,2020-01-07,1.63
Ukrajina,2020-01-07,2.270625
Dánsko,2020-01-07,4.67
Litva,2020-01-07,1.18
Polsko,2020-01-07,3.483897435897
Španělsko,2020-01-07,3.319181818181
Černá Hora,2020-01-07,0.3565
Belgie,2020-01-07,2.258125
Česká republika,2020-01-07,0.991666666666
Nizozemsko,2020-01-07,3.184625
Izrael,2020-01-07,3.501
Singapur,2020-01-07,1.5
Taiwan,2020-01-07,3.77325
Čína,2020-01-07,5.92327118644
Saúdská Arábie,2020-01-07,8.63
Malta,2020-01-07,0.016
